User,text,time
otaki,"2017/01/24　作業報告
・卒論執筆
→ディレクトリ構成の追加
→論文要旨，提案方式，実験2の結果と考察，謝辞，付録の追加
・実験2－調理器具認識
→各器具の学習画像300枚程度で学習
→包丁とボウルは認識制度99％，鍋は73％前後，フライパンはそもそも認識不能でした",1485174591.000002
otaki,"2017/01/20　作業報告
・実験
→10種類の料理のコスト判定完了
→学習モデル関係のファイル名のをhandsonをcookに修正
・卒論
→実験1にコスト判定に関して追加",1484919027.000036
tsukiji,現状の卒論を今日の日付でonedriveに上げておきます,1484917872.000035
tsukiji,"2017/1/20 作業報告
卒論のはじめにの部分に実用性とは有用性とは何かについて定義したのを加えました。
また、実験結果の考察を書きましたこれに付随してまとめもほんの少し修正しました
まだ、卒論というかまとめていませんがTFIDF3の結果を出しておきました

明日やること，
3章のキーパーソン検索や評価情報を加える図について具体例の追加
専門性をどのように意味を持たせるのか
シールを印刷するための下準備",1484917846.000034
otaki,"2017/1/19　作業報告
・実験
→カツカレー以外に肉じゃが、コロッケ、ホイル焼きの実験を実行

・論文
→実験の章を手直しと追記",1484829016.000032
tsukiji,"2017/1/19 作業報告
先ほどの打ち合わせでの内容をいくつか反映しました
・専門性についての定義を1章に入れました(赤字で追加)
・TFIDFの表の一部を修正・表番号の追加
・用いられた単語が実際に使用されている具体例を交えながらの考察をTFIDFに関してのみ実験考察に入れました(赤字)

3章の図の具体例・考察のつつきは明日までにまとめ上げます",1484827892.000031
takahashim,"2017/01/19 作業報告
交通費帳票の評価実験を行った。今日、研究室にいる人に協力してもらい、
PC、スマホ、通常の方法で交通費の帳票の入力を試しました。
かかった時間は各々平均で、PC2分13秒、スマホ2分40秒、通常の方法3分42秒となりました。
考察も書いてから帰ります。",1484823970.000030
terada,"201701/18　作業報告
・卒論の作成
提案方式、実装、実験の部分の作成
・卒論の修正
まえがきをセミナーで指摘された部分の修正
目次の修正、タイトルの変更、スコアの計算法を決定
・実験
実験の準備完了（プログラムの修正、店舗リストの作成）",1484744268.000029
shimizu,"2017/01/18 作業報告
・卒論の修正
→はじめにを指定の字数のまで増やしました
→実装に追加作成したプログラムを追記しました
・プログラムの作成
→データベース内の検索ができるようになりましたがPHP上ではうまく動いていません",1484743436.000027
otaki,"2017/01/18　作業報告
・卒論の修正
→序章の部分で指摘された部分を修正しました．
→提案方式に関して追記中
→実装の部分に学習モデル作成を追記
・スライドの修正
→全体的に全国大会の論文の形に沿うようにしました
→まだ、コスト判定の詳細な部分などは変更されていません",1484741088.000025
tsukiji,"2017/01/18 作業報告
・卒論の実験結果に頻度/提案手法/TFIDF/ダウンロード数(評価全て集めたもの)の表を反映しました。
・根拠の考察
頻度で専門性を見る根拠を考えました。スライドの特性と絡めて主張したいと考えています。
-内容-
なぜ専門知識の観点として単語の頻度に着目するのか
スライド形式の情報において，ある情報について詳しく書かれたスライドはスライド1枚を簡潔に表現する為にスライド枚数が多くなる傾向にある．
この問題を解決するために，ユーザが必要な情報を整理する研究が行われている．(関連研究)
このため専門性が高いスライドでは詳細にかつ簡潔にまとめるために専門知識を表す単語が頻繁に出現すると考えられる．
よって本研究では専門知識を表す単語の頻度が高いスライドに対して専門性のあるものとしてとらえる．
ただ高いだけではアレだから他ユーザからの評価を見ることで有用性を図りたい。
だから両方を考慮した抽出方法でこの研究の有用性を図る",1484739659.000022
kumada,"2017/01/18作業報告
・卒論の修正
　本日のセミナーで指摘された謝辞等のページ番号を修正しました。
・プログラムの修正＆実験データの登録
　Java講義の資料をJSONに変換する作業をしています。
　JSONで改行ができないため、検索した結果を改行して表示できないのが問題点です（修正しておきます）。
・JavaOnlineCompilerからエラーメッセージ取得
　動作に必要なDB作成中です。ダメだったらコンパイラ機能のあるエディタプログラム作る予定です。
　実験の際は手入力でエラーメッセージを入力します。",1484738793.000018
matsumoto,"2017/01/18 作業報告
･卒論の加筆
･実験の協力願い
→加速度の推移が少なく、音声時差を用いる必要性のある動作として、ヨガやアーチェリーを考えたため、
明日か明後日に大滝君，築地君，寺田くんに協力してもらい音声データを取ります。",1484736341.000016
shimizu,"2017/1/17 作業報告
・例文提示プログラムの作成
　・SQLで全文検索できるようにはなりましたが複数クエリの指定がうまくいっていません。
・↑用のフルテキストインデックスの作成",1484656353.000015
tsukiji,"2017/1/17 作業報告
・実験プログラムの修正
計算式に不具合があったので修正しました
・実験結果のまとめなおし
修正後の実験結果の内容をまとめなおしました
--------------
明日までにやること
・タイトル案の考案
・専門性を頻度で見る根拠(できれば)",1484651487.000009
kumada,"2017/01/17 作業報告
・プログラムの作成
WEB検索、ソースコード検索、教科書検索の検索結果を作成中のＵＩに出力できるように再調整
検索結果の確認が取れたので実験用のデータを登録してやってみます

・できていないこと
1.JavaOnlineCompilerからエラー文の自動取得

2.テストデータの登録
Java講義のPDF資料の文章をJSONデータにして登録中です。
ページ番号と文章が検索できるように作成中です",1484650448.000006
otaki,"2017/01/17　作業報告
・論文執筆
→関連研究の項目と提案方式の項目を全国大会の論文に合わせて執筆中
→実装に関して全体的に修正中",1484649698.000005
tsukiji,"2017/1/16 作業報告
・ダウンロード数のみで単語のランキング化したものを作成
これはまだつくっただけなので、まとめてはいないです
・正解データの作成
自分の主観でスライドをみながら専門分野と自分が有用と思ったスライドのタイトルを作成しました",1484563452.000004
otaki,"2017/01/16　作業報告
・はじめにの執筆
→先週作成した論文の内容に沿ったものを肉付け
・関連研究の修正
→各研究の分類分け、位置づけの図は要修正
・タイトル候補の作成",1484560407.000003
takahashim,"2017/1/16 作業報告
・交通費帳票システムの調整、
・論文「はじめに」の調整",1484553771.000002
terada,"2017/1/13 作業報告
・論文の執筆（まえがき・関連研究・提案方式）
・ネガポジ判定システムの完成
テキスト形式のツイートを読み込む際の不具合を修正
データベースの増築（各50件ほど）",1484313843.000004
tsukiji,"2017/1/13 作業報告
TFIDFをもちいて実験データの人数分をまとめました
その結果の一つより実験結果に関する考察をしました
とりあえず自分で決めた成果データと人気だけでランキング化したものを作ります",1484309288.000003
otaki,"2017/1/13　作業報告
・情報処理学会　第79回　全国大会の論文提出
→3種類の料理レシピ動画を元にしたコスト判定と同様の手法で料理レシピを判定した結果の判定",1484306340.000002
tsukiji,"2017/1/12 作業報告
卒論の実験部分に先ほど話した進めようとしてる内容を追加しました
既存の手法と比較するために人物内の範囲でスライド中単語のtfidfをランキング化を一部だけしました
tfidfを算出するのに地味に実行時間がかかるので並行して提案手法でだした特徴単語の専門分野の分類を行います
明日の締め切りまでには実験の内容だけ追加しておく形になると思います",1484217934.000002
kumada,"<@U0JAJP59N|kumada> uploaded a file: <https://kait-takanolab.slack.com/files/kumada/F3QJWK8BX/main.picture.png|main.picture.png> and commented: 左側はテスト用に作ったＤＢの中身を表示
しています。",1484210816.000004
kumada,"2017/01/12作業報告
・プログラムの作成
　仮ＵＩを作成しました。
　1.真ん中の入力フォームに単語を入力
    2.検索エンジンのボタンを選択
　3.下のテキストボックスに検索結果を表示

AJaxで送受信しています
出力結果はサーバー側から受信したJSONデータから必要そうなものだけを整形して表示させてます。

質問文送信（仮）は検索エンジンの切り替えを自動でやるためのボタンです。切り替えは未実装なので機能していないです。",1484210723.000002
shimizu,"2017/1/11 作業報告
・UIの作成
　・昨日の続きです。入力データのPHPへの受け渡しがうまくいってないのか、まだ完成していません",1484138015.000002
shimizu,"2017/1/10 作業報告
・UIの作成
　・ブラウザ上で単語予測機能を行うプログラムの作成
　　・まだ、データベース上から取り出した料理単語を出力部分に表示させられていませんが、そんなにかからず完成させられると思います",1484052036.000004
otaki,"2017/1/10　作業報告
・卒論の第1章はじめにの書き出し
・学習画像の収集
→ボウルの画像を300枚程度とフライパンを100枚程度
・明日の3年セミナーの準備
・Caffeの学習実行時のエラー対処",1484048803.000003
tsukiji,"2017/1/10 作業報告
金曜にコメントを頂いた部分の卒論の修正
・コンテンツ検索で得られる分とキーパーソン検索で得られる分でトレードオフになっているのでないか
→文を修正してコンテンツ検索で得られる情報の他にキーパーソン検索で得られるという文面に修正
・前書きの本研究についてキーパーソン検索と結びつくなら説明を加える
→本研究の手法をもとにしてキーパーソン検索を行うことで人物の発見を目指す内容を追加しました
・3章の提案方式でキーパーソン検索が提案になっている
→その部分について，図と提案方式の特徴の部分を少し修正しました。
・TFIDFの部分を特徴抽出の部分に移動，項の修正
→移動しました，項の部分を箇条書きに修正しました。
・実験で何を評価すれば検証ができるか
→卒論の文面でないですがけんきょうするために評価する方法を書きました

まだの部分
・ジャンルを推定したうえでの評価は提案手法ではやっているのか
・TFIDFの部分をスリムにする",1484041490.000002
tsukiji,わかりました,1483699694.000005
takano,<@U0JAEV08K>: 付録のページ番号も要確認,1483699527.000004
tsukiji,確認できました、ありがとうございます,1483699480.000003
takano,1227のフォルダに移動しました,1483699289.000002
tsukiji,<@U0JACJLRJ> 先生の卒論のコメントが見つけられないのですが、どこにあるのでしょうか？,1483696501.000006
tsukiji,なおせそうなら今やっておきます,1483695936.000005
tsukiji,分かりました,1483695922.000004
takano,<@U0JAEV08K>: 卒論コメントをしたのでそちらも確認しておいてください。,1483695901.000003
tsukiji,"2017/1/6 作業報告
卒論にTF-IDFを用いた人物推薦を行う研究を追加しました。
とりあえず自身で追加部分の卒研をonedriveに上げておきます
先生のコメントを頂いたものを発見次第それも反映します",1483695808.000002
kumada,これからアルバイトなので返信が22時過ぎになります。すみません,1483163403.000007
kumada,"<@U0JACJLRJ>: main.htmlから送られた単語をnew_ela.phpで受け取り検索を行っています。
Githubのプログラムではdescriptionに検索クエリを直接かいています（未更新でした）。
Ajaxの部分もコメントアウトされていました修正します。
elasticsearch-PHPで書かれています。
<https://github.com/KMKumada/1321155-kumada-sotuken/blob/master/new_ela.php>",1483163269.000005
kumada,"<@U0JACJLRJ> 　
<http://localhost:9200/dicoms/dicoms/_search> 
上記サイトのURLではdicomsがインデックス名、続くdicomsがタイプ名で_searchはそれ以下のドキュメントを
検索しています。自分がソースコードに記述したURLはElasticsearchに接続できるかを確認するコマンドです。
アクセス禁止を回避する方法がわからなかったです。

PHPcurlの場合、検索に必要なクエリをURLにJSONで記述する必要があったのでこれがわからず断念
PHP側からなのでアクセスはできました。",1483162765.000002
takano,<@U0JAJP59N> <http://localhost:9200だとアクセス禁止と言われています。curlでもこのurlを指定していますか。>,1483145075.000005
takano,<@U0JAJP59N> 上記サイトだと、URLがもっと長いけど。 ,1483144982.000002
kumada,"2016/12/30　作業報告
・プログラムの作成＆導入
　成功
　　入力フォームから単語をAJAX送信してElasticSearchで検索（PHP側）、結果(JSON形式)を
       入力フォームのあるUI上にalertで表示することができました。
　　PHP側ではElasticSearch-PHPを使ってコードを記述しています。
　失敗
　　JavaScriptで直接URLにクエリを埋め込む方法については参考にしたサイトのコードが理解できず
　　断念しましたが検索結果をHTML形式に変換しているところは参考にする予定です。
　　<http://stackoverflow.com/questions/13144794/ajax-call-with-elasticsearch-search>

・追記
　　作成段階のプログラムをGitHubにpushしました。
　　説明書きが足りないところなどReadmeに明日修正します",1483101105.000006
kumada,"<@U0JACJLRJ>
.htmlからAjaxでGETメソッドを使って直接インデックスを取得しようと試みましたが
エラーが出ています。

XMLHttpRequest cannot load <http://localhost:9200/>.
 No 'Access-Control-Allow-Origin' header is present on the requested resource.
 Origin '<http://localhost>' is therefore not allowed access.

ソースコードは下記のとおりです。(.html)

  $(function(){
          $('#elasticsearch').click(function(){//ボタンをクリックしたとき
              $.ajax({
                type: ""GET"",
                url: ""<http://localhost:9200>"",
                crossDomain: true,
                dataType:'json',
                success:
                  function(res){
                    alert(res);
                  }
              });
          });
        });",1483083677.000004
kumada,"<@U0JACJLRJ> 
JavascriptでURL送信して結果を入力フォームで受け取れるようにしてみます",1483080428.000002
takano,<@U0JAJP59N> chatの方を読んでませんでした。curlでできるなら、javascriptからurlを送信して結果を取得できるように思います。,1483063629.000002
takano,<@U0JAJP59N> 参考にしているWebサイトのURLも教えてもらえますか。,1483060479.000004
takano,<@U0JAJP59N> Solrのように、URLにクエリをつけて、Elasticsearchに問い合わせると、jsonかxmlで答えが返ってくるのではないかと思うけど。,1483060464.000003
takano,<@U0JAJP59N> どんなエラーメッセージ？,1483060388.000002
kumada,"2016/12/29作業報告
・プログラムの修正
　エラーの一部を修正しました。",1483021147.000002
kumada,"2016/12/28作業報告
・プログラムの作成
　PHPでelasticsearch起動・インデックスの検索を行うプログラムの作成
　検索できているのですがエラーも表示されているので修正中です。
　PHPからcurl_init()等を使ってGETメソッドでインデックスの中身を取得するところまでできています。
　Githubにあげるため設定中です。",1482918721.000002
takahashim,"<@U0JT2EZDH|takahashim> uploaded a file: <https://kait-takanolab.slack.com/files/takahashim/F3HEWB5SN/pasted_image_at_2016_12_21_07_52_pm.png|Pasted image at 2016-12-21, 7:52 PM> and commented: 交通費帳票で直すところはこちらです",1482317624.000006
takahashim,"2016/12/21
セミナーと進捗報告
今後の日程
□年内に行うこと
１、環境を作成したパソコンにLANを接続し、グローバルにアクセスできるようにする．
２、チェックリストの実験が出来るように細かい変更を行う．
３、チェックリストの実験を開始する．
□休み中に行うこと
書類作成サポートシステムの調整
□休み後に行うこと
書類作成サポートシステムの実験

調整内容
①ログイン画面を分ける
②チェックリストの上部は2つに並べて見せる
③チェックした際に背景に色を付ける
④チェック済みのものはフォーム上でもチェック済みにしておく
⑤チェックが完了した画面で、どの項目にチェックを入れたか分かるようにする。
⑥チェックボックスを大きくし、チェックしやすくする．",1482317552.000005
takahashim,"昨夜の作業報告
LinuxのPCの環境設定
前に話していたMySQLのアップデートによるInsert、Updateが出来なかった問題ですが、解決いたしました。
解決方法は<http://sawara.me/mysql/1239/を参照しました。>
先日も報告しましたが、Mysql5.6からデータ挿入のルールが厳格化したみたいです。そのルールをオフにすることで、今回は解決させてしまいました。Mysqlの作成者は先のルールに乗っ取りでデータ保存したほうが良いと考えてるみたいです。なので、本来であれば、このルールをオンにした状態でシステムを作成させるのが良好だと思います。",1482316491.000002
terada,"2016/12/19　作業報告
・ネガポジ単語リストを各30件ほどphpMyAdminに作成
・取得したデータをCookieとして保存するように変更
・ぐるなび検索APIの検索機能に不具合があったので改善
・各文字列をカウントするプログラムの作成
　⇒DB接続と単語を検索する機能がうまくいかず製作途中
　　扱うプログラムが多くなってきて混乱しているので整理が必要",1482157738.000017
shimizu,"2016/12/19 作業報告
・レシピをデータベース内に文章毎に格納するプログラムの作成
・卒論の追記
　・例文提示機能について追記
　・システム概要図の修正",1482151215.000016
otaki,"2016/12/19　作業報告
・学習画像の精査
・学習モデルの作り直し
・判定結果の整合性の確認
・判定結果のカウント
→ここで判定結果をカウントしたいがうまく行かず停止中
→if文がうまく行ってない模様",1482149274.000015
matsumoto,"2016/12/19 作業報告
?音を生成するアプリの作成
?卒論の加筆
今後は音を生成するアプリの動作が上手くいかなかったのでその辺りを調整したいと思います。",1482147477.000010
takahashim,"作業報告　2016/12/19
Linuxパソコンの環境作成
・phpプログラムをウェブブラウザで開くと、ソースコードで表示されてしまう問題を解消、
・phpmyadminからデータベースのインポート。
・MySQLのアップデートによる、INSERTできない問題を解消中
MySQLのバージョンアップしてから、テーブルの設定で、初期値を設定が必要になりました。Insertして、開いているカラムがあった場合、そのカラムの初期値を設定しなければ、そのInsert文ごとなかったことにされます。",1482147220.000006
kumada,"2016/12/19 作業報告
・卒論の記述
　　【はじめに】【参考文献】【提案システム】【実装】【謝辞】
　　更新部分は黄色のハイライトにしてあります。
　　OneDriveにアップロード　＞　12.19
・プログラムの作成
　Elasticsearchスキーマレスの調査
　　JSON形式のデータをマッピング（テーブルの定義）なしでインデックス（DB）に登録すると自動でタイプ型が割り振られます。
　　検索クエリに検索対象のデータタイプ型を指定する必要があるので自動で割り振られると上手く検索できない可能性があります。  
　　日本語のスキーマレス環境については以下のサイトを参考にしています。
　　<https://medium.com/hello-elasticsearch/elasticsearch-a52fd3ac783e#.ibcn6co9g>　
　Elasticsearch基本操作の確認
　　インデックスの登録   削除   更新
        ドキュメントにJSON形式のデータを登録
　　日本語検索
　　簡単なマッピング",1482146775.000004
tsukiji,"2016/12/19 作業報告
先ほど先生が見立ててくれた英語の論文と自分で探した英語の論文をいくつかまとめました
google翻訳を駆使して要項の部分からその研究のやりたいことだけをまとめました
--英語論文--
・Learning to Rank Personalized Search Results in Professional Networks
検索者の意図(雇用してもらえる、雇ってほしい)などを反映した検索結果をえるシステム
どこから：おそらく検索者の検索結果から類似性をもとに推薦(重み付けを用いたもの)している

・Predicting personality traits related to consumer behavior using SNS analysis
本稿では、消費者の購入の相関を予測するための4性格の行動特性をもとにした方法を提案する。
提案手法は、自動的にソーシャル・ネットワーキング・サービスのユーザーの行動を分析することにより、
各ユーザーのユーザー人格特性の予測モデルを構築します。
収集したFacebookのデータの分析からの実験結果は、以前の研究で提案された方法よりも高い精度でユーザーの性格を予測できることを示している。

・FINDING NEWS-TOPIC ORIENTED INFLUENTIAL TWITTER USERS BASED ON TOPIC RELATED HASHTAG COMMUNITY DETECTION
本稿では、特徴的な共起語検出に基づいて、ハッシュタグによって定義されたニュース・トピックに関連したユーザーコミュニティを検出するための新しいアプローチを提案します。ユーザーのリツイートと言及活動に基づいて、これらのニューストピックに関連したコミュニティからの影響力のあるTwitterユーザーをRetweetRankとMentionRankの2つのタイプから発見することを提案します。

次にTF-IDFを用いたユーザの抽出や推薦についての研究についていくつかまとめました
どの研究も，利用者の特徴と類似した人物を推薦している方式であり，何か専門分野を特徴として抽出る手法は見かけませんでした

・日本十進分類法を用いた類似読者発見手法
日本十進分類法 (NDC) に基づいてユーザの読書傾向からツリー状のユーザプロファイルを作成する．
そして，ユーザ同士のプロファイルを比較することにより，読書傾向の類似したユーザを発見する．

・マイクロブログにおける対話ネットワークと投稿内容を併用したユーザ推薦に関する一考察
Twitter上において，ユーザ間の対話関係を表すグラフ構造を用いた手法と，
発言内容の類似度を併用した手法の2種類を提案し，精度を比較した

・Random Forestを用いた類似レビュワーの推薦手法の検討
ユーザ自身もレビューを書いていることを前提とし，ユーザと類似したレビュワーを推薦sる
両レビュー群に出現する単語のTF1-IDF値，文章の長さ文字種の割合を主にRandomForestを用いて類似性を図る

・Web閲覧履歴に表れる単語の連想関係を考慮した情報推薦のためのユーザモデルの作成
本研究では，従来の単語に対する興味の度合いだけでなく，
単語間の連想関係にも着目し，ユーザモデルを生成する
ユーザモデルを作成することでユーザに対して推薦する情報をより有益にする
この研究ではユーザの嗜好に合わせた情報推薦を行うためにユーザモデルを作成する",1482142501.000002
shimizu,"2016/12/16 作業報告
・卒論の執筆
　・要旨部分を追記
　・概要部分を追記
　・提示単語の選出方法が提案方式よりなので3章に移動
　・提案方式の図の追加
　・例文の提示機能を明記
・プログラムの修正
　・文章を格納するデータベースを追加",1481883861.000010
tsukiji,"2016/12/16
昨日の奴をもう一度まとめてみました
卒研でやりたいことだけをここに書いておきます。
-----------------------------------------------
卒論の成果にしたい点
「コンテンツ情報から人物の専門分野に関する特徴抽出」ができたといえるように行う

・作成者の特徴単語抽出
概要図に表記，提案手法に表記．実装も済んでいる
根拠を示す実験を行う必要があり
TF-IDFとどのように比較して根拠を得るのかを考える必要がある
根拠をどうするのか
TF-IDFと比較するにあたり，どのような比較を行うことでうまくいったと考察すべきか
うまくいったとはどういうことを指すのか
例)正解データを用意し，その正答率を評価する
抽出した上位n個の単語の専門分野と正解データの専門分野をくらべるとか

・作成者の専門分野抽出
概要図に表記，提案手法に表記
実装は行っていなく評価も同様行っていない
プログラミングとしての実装の目途はたっていない
特徴単語抽出において，正解データとの専門分野の正答率から有効性を示すために今回は手動で行う．
-------------------------------------------------------------------------
水曜のセミナーからスライドのTF-IDFの部分をもう少し修正しました
これはOnedriveにアップしておきます",1481882483.000009
otaki,"2016/12/16　作業報告
・学習画像収集
→菜箸300～400枚
・関連研究の位置づけを少し修正
・LMDB作成
→エラー等の調査
Traceback (most recent call last):
  File ""create_lmdb.py"", line 71, in &lt;module&gt;
    datum = make_datum(image, label_file_map[file])
  File ""create_lmdb.py"", line 21, in make_datum
    data=numpy.rollaxis(numpy.asarray(image), 2).tostring())
  File ""/usr/local/lib/python2.7/dist-packages/numpy/core/numeric.py"", line 1450, in rollaxis
    raise ValueError(msg % ('axis', axis, n))
ValueError: rollaxis: axis (2) must be &gt;=0 and &lt; 2",1481879741.000006
otaki,"2016/12/15　作業報告
・関連研究
→本研究の位置づけ的な図の作成
・LMDB
→既存の方法ではLMDB作成に限界があると考え新しい作成方法を少し試し中
今後メモ
・画像フォルダ参照ができていない、パスの問題？txtの内容を書き換えて試す。検索を行う",1481806652.000003
takahashim,"作業報告
築地君から借りたLinuxの入っているパソコンで、自分が作成したものを導入してしました。
しかし、phpmyadminのユーザーのルートを消してしまい、その後の復旧作業に手間をかけてしまっています。",1481805251.000002
kumada,"2016/12/14作業報告
・Elasticsearch動作確認
　インデックスの登録などできるようになりました。
　PDF用のプラグインなどをインストールする予定です
・これからの作業
　Milkode&amp;ElasticSearchをサーバーサイドに実装
　MilkodeはRuby、ElasticsearchはJavascriptもしくはPHPでの実装を考えています。",1481716471.000002
tsukiji,"2016/12/13
・今年指定されている卒研のフォーマットに修正
昨日、大滝君と清水君が作成した今年の卒論フォーマットをベースに自分の卒論を今年のフォーマットに全て修正しました。これで自分で作成した図表番号の不具合と見出し番号の不具合も解消しました。
・TF-IDFの説明を卒論に挿入
昨日作成したTF-IDFの説明とその図の一部を卒論の提案方式の一部に追加しました．文章は完全に反映していないですが，図は追加する場所に追加だけ行いました。",1481626681.000009
kumada,"2016/12/13 作業報告
・ElasticSearch
 　Windowsでインデックスの登録や基本的な動作を覚えている段階です。
 　PDFファイルは昨日西尾先生から受け取ったので検索できるか試してみます。
 　明日に向けてスライドと卒論を更新します。

 ・出ているエラー
　バージョンの関係だと思うのですが情報が少なく、
 　コマンドプロンプトからインデックスの登録やデータの追加ができていません
 　Kibanaというphpmyadminのような管理ツールのコンソール画面を使ってのみ
　登録ができています。

・明日に向けて
　スライドの図の作成
    スライドに作業や説明、卒論に書いてあることを書いてきます",1481617747.000006
takahashim,"作業報告　
・納富先生への説明文書の作成、

・築地君から借りたLinuxの入っているPCの環境設定
apache　phpmyadminを再インストール、
phpmyadminにデータベースの情報をインポートをすることはできました。
localhostにアクセスすることも出来ました。
　プロジェクトフォルダの設置
localhostの設定してある場所にプロジェクトフォルダを設置しようとしているが、
ファイル権限の影響でGUIでは設置できなかった。

こちらのパソコンでの環境を整えられたら、
マッキントッシュに設置できるように頑張りたいと思います。

学んだこと
人の手を煩わせないようにする",1481617045.000005
otaki,"2016/12/13　作業報告
・卒論の修正
→句読点やページ設定などの修正
・LMDB
→学習モデル用のLMDB作成時に確認されたエラーの解決。原因は破損ファイルが混入していたため
・関連研究
→卒論の章の関連研究の書き始めとスライドに本研究の位置づけとなるような図を作成し始めましたが、まだ定まっていないです。
・スライド（実験）
→実験データとして初級動画を一つ追加",1481615736.000002
shimizu,"2016/12/12 作業報告
・卒論の修正
　・実験1の手順や方法を細かく追記しました
・実験1のプログラムの実行
　・入力した文章に対して単語が検出されない場合があったため、問題を修正し次第再度行います",1481538769.000015
matsumoto,"2016/12/12作業報告
金曜日に行った成岡さん達との打ち合わせメモを読める形に直し、情報の追記を行いました。(まだメモの状態ですが一応OneDriveにアップしておきます)
wavファイルを生成するC言語プログラムを卒論へ反映する作業はまだ終わっていないため早めにやります。",1481537694.000013
tsukiji,"2016/12/12
金曜の打ち合わせからTF-IDFでどのような効果が得られるのかをそれぞれの方法に対して図と説明をしたスライドを作成しました。このスライドはonedriveにアップしておきます
また、この内容をもとに木曜の打ち合わせまでに反映させたいと思っています",1481536604.000012
takahashim,"作業報告
□納富先生へのKbookについてのお願いを説明
◆納富先生に伝えた内容
１、自分が会社訪問体験に関わっているシステムを卒業研究で作っていること
２、会社訪問体験に関わっているシステムをKBookからアクセスできるようにしてほしい
３、鷹野先生の研究室のサーバーに自分のシステムをアップロードしたものをリンクしてほしい

◆返答
１、URLが分かったら納富先生へのメール
２、返信としてKbookから送信される情報を載せたメールをいただける
３、会社訪問体験のページに貼り付けさせてもらうことになった

◆反省点
・説明時にパソコンを所持していたが、緊張しており、パソコンを見せながら説明ができなかった。
・テストページを作ってもらい、リンクを張らせてもらうことを忘れていた。
・説明資料を持っていく必要があった。

実験用サーバーで自分の作ったシステムを入れていました。グローバルIPのことについて懸念していなかったのは軽率なことだと反省しています。
実験方針はこれから卒論に書きます。
先生の説明用資料もこれから作ります。",1481534163.000011
otaki,"2016/12/12　作業報告
・卒論
→KBookで出ていたフォーマットに合わせてと文章の見直しで全体的に修正
・画像収集
→菜箸画像500枚収集と拡張子等修正",1481527037.000010
kumada,"<@U0JAJP59N|kumada> uploaded a file: <https://kait-takanolab.slack.com/files/kumada/F3DG8QVFE/result.zip|result.zip> and commented: CurlやElasticSearchのバージョンと
エラーの内容を出力しました",1481525336.000005
kumada,"2016/12/12作業報告
・cURL
　インストールするファイルを変えたら、前回出ていた下記のエラーが出ずに動作しました。
　curl:(1)""http""not supported or disabled in libcurl
・ElasticSearch
　ドキュメントの登録でエラーが出てます。
　　Windowsコマンドプロンプトからcurl -XPUTでインデックスにデータの登録際、エラーが発生
　　Curlでまだ問題が残っているのだと思います。。
    　Linuxでも同じエラーがでないか確認したいと思います。
　CentOS7.ISOダウンロードの時間が10時間超えているので残りは自宅でslackつけながら作業します。",1481524565.000003
tsukiji,"2016/12/09 作業報告
卒論にTF-IDFについて一部書き始めました。打ち合わせの内容を範囲した表現に(このidfがどのような効果をもたらすのか)修正したいと思います。あと卒研スライドも",1481285989.000013
matsumoto,"2016/12/09作業報告
androidから Math.sin(2 * Math.PI * i / (sampleRate / freqOfTone))の式を用いて、
wavファイルの生成を行いそれを再生するプログラムの作成をしました。
ただ今回作ったのがバイトを指定するものではなく周波数から作るものなので、来週中にバイトを直接指定し、音の生成を行うプログラムを作りたいと思います。",1481281896.000012
kumada,"2016/12/09作業報告
・スライド修正
　‐清水にクロスチェックを受けました。
　-水曜日に提案図がない、参考文献が関係のないものが含まれていると指摘を受けたので作成しています。
・土日の作業予定
　‐卒論の追記
　-ElasticSearch&amp;Milkodeの実装(プログラムから使えるように)",1481280645.000007
shimizu,"2016/12/09 作業報告
・卒論修正
　・単語予測の手順
　・実験2内容について
・実験1のプログラムをgithubにアップしました
testフォルダの中に入ってます",1481278256.000005
otaki,"2016/12/09　作業報告
・卒論
→LMDB作成に関して追記
・画像収集
→菜箸に関する画像を収集300枚ほど",1481277302.000004
otaki,"2016/12/08　作業報告
・スライドの修正
→実験と実装が一緒くたになっていたのでそれぞれ分けて修正
→何枚かスライド等の参照先が間違っていたので修正
→誤字、脱字等の修正
・学習画像の収集",1481185951.000002
tsukiji,"2016/12/07 作業報告
セミナー
明日のための卒論の修正
直した部分の説明は明日の打ち合わせの冒頭に伝えます。
tfidfについてまだ卒論には反映できていないです",1481110604.000002
tsukiji,"2016/12/06 作業報告
昨日まで作成していたidfを算出するプログラムを作成しましたが、微妙に式が違った事と値が一辺倒だったので、
tf-idfを算出するプログラムを更に作成しました(まだ作っただけなので俺でしか扱えないような状態ですが)
どのように行ったのか式とその結果を取り合えずスライドに反映して明日のセミナーで見えられるようにします",1481020775.000012
shimizu,"2016/12/06 作業報告
・卒論の修正
　・相関ルールの例に右辺が複数単語の場合を追加
　・単語予測の手順を追加（今の方法での追記）
・スライドの修正
　・卒論に追加した内容と同様の内容
　・今の方法の改善点を追記
・新しい100件のレシピから相関ルールを抽出
　・今回の100件はレシピの種類ごとに10件ずつ取得
　・データベースの整頓（ついで）",1481019724.000009
