User,text,time
takahashiy,"<@U10J4NGHH> クロスチェック
スライド5：下も段落を下げた方がいいと思います。
スライド6：「しかし」の後に読点を入れてください。
スライド8：「･･･」で続けて書くより、改行して箇条書きの方が見やすくなっていいと思う。
スライド11：植えの時刻に「本来の時刻」と添えてあるように、下の時刻にも説明の言葉を添えるとよりわかりやすいと思います。
スライド11、13：段落を下げた方がいいと思います。",1496069640.071041,2017-05-29 23:54:00.071041
takahashiy,"<@U12475CJC> クロスチェック
スライド2：図の「英国人」は「英国圏の人々」の方が「アジア圏の人々」との対比になっていいと思います。「アジア圏の人々」は文字の位置を上ではなく下にして他と合わせた方が見やすいと思います。
スライド3：「リスニング」「シャドーイング」「ディクテーション」は文字を図の下に置いたら揃って見やすくなると思います。
スライド7、8：「回答」ではなく「解答」の方が良いのではないでしょうか。
スライド13：スライド2で「方発音英語」で言葉の説明をしているので略さずに「方発音英語」と書いた方がいいかも。「通常の発音」の部分を「欧米英語」とした方が対比感が出ていいかもしれない。
スライド14：「等」をひらがなに変更（他のスライドではひらがなのため。どちらかに統一した方が良い）。やる気の話が出たので、判断材料に追加してもいいかと思います。やる気はどうやってはかるのかも含めて新しくスライドを作ってみてもいいかも。判断材料を列挙してこれを使って判断しますよって書くとわかりやすいと思います。",1496069632.069499,2017-05-29 23:53:52.069499
shohei516,またスライド18の下のほうに書いてある｢平面射影変換｣のフォントが他の部分と異なっています。,1496060317.168946,2017-05-29 21:18:37.168946
shohei516,スライド4と8の注意点の8番にある｢避難経路･･･｣の部分に句点が無いので付け加えた方が良いと思います。,1496060248.156741,2017-05-29 21:17:28.156741
shohei516,<@U107G430F>  非常に細かいところですが,1496060177.1443,2017-05-29 21:16:17.144300
takahashiy,<@U12475CJC>  <@U10J4NGHH> 大変遅くなり申し訳ございません。OneDriveにアップロードしましたので赤入れよろしくお願いします。,1496059394.007874,2017-05-29 21:03:14.007874
shohei516,<@U0JAEV08K> ありがとうございます。ゼミまでに調査をします。,1496050458.483441,2017-05-29 18:34:18.483441
tsukiji,"<@U10J4NGHH> クロスチェック
スライド12：分析する対象のtwitter上の反応を見ることでどのようなことがわかるのかを書くとそれを分析する根拠につながります。
例:twitter上で怒りの感情よりも諦め・悟りの感情が多い場合復旧の目途が立たない状況である。。。とか
箇条書きでいいので現状にあるサービスではどのような機能が備わっているのか列挙すると比較しやすい＆議論しやすくなります",1496050380.467142,2017-05-29 18:33:00.467142
shohei516,<@U12475CJC>  コメントありがとうございます。,1496050228.435072,2017-05-29 18:30:28.435072
ko-hei,"<@U10J4NGHH> 句読点の統一(スライド5)
スライド6：傾向を把握して、その後どうするのかまで考えたほうが良い、後半のスライドにも少し書いてあるのでそれも参考にできると思います。
スライド9～：提案システムの説明がアバウトなので、図なども踏まえてわかりやすく、どんなシステムを作るのかを説明できるスライドにしたほうが良いと思います。",1496050083.404042,2017-05-29 18:28:03.404042
tsukiji,"<@U105P17QT> クロスチェック
である調に統一すること
句点句読点「，．」に統一すること(スライド2,4,5,6,8,9,10,11,14,15,16,17)
スライド2の研究背景にe-learningが何故重要なのか書いておくと、自分の研究の重要さにつながります
関連研究でできている事行っている事と出来ていない事をまとめたスライドがあると研究動機につながります
例:「従来研究では発音練習において音節を意識した学習を行っていないため，実際の英会話において学習効果が薄い課題がある．このため本研究では音節を加味した発音練習を行うことでオンライン上でのより実践的な学習支援システムを提案する」とか
学習ログとはスライド8のアプリケーションを通して得られるデータのこと？",1496049172.215845,2017-05-29 18:12:52.215845
ko-hei,<@U10J4NGHH> <@U0JAEV08K> ありがとうございます。参考にさせてもらいます。,1496046733.70045,2017-05-29 17:32:13.700450
shohei516,<@U12475CJC>  <@U107G430F>  遅くなってすみません。OneDriveにスライドをアップしましたので、よろしくお願いします。,1496046628.678023,2017-05-29 17:30:28.678023
shohei516,(研究背景を3つに分割した方がいいかも?),1496046343.618756,2017-05-29 17:25:43.618756
shohei516,<@U12475CJC>  スライド2の研究背景の最初の「米国や･･･」の部分の文字がちょっと詰め込んでいるという印象を受けました。,1496046326.614962,2017-05-29 17:25:26.614962
kaiseiaoki,<@U106Y1J7N> <@U107MMD8Q>  onedrive にスライドをあげておきました　添削お願いします。,1496046086.567116,2017-05-29 17:21:26.567116
tsukiji,"<@U12475CJC> クロスチェック
句点句読点が統一されていない(スライド2,3,4,7,14)
スライド6：学習意欲を持続させる工夫のある学習方法でほかの研究ではどのようなことが既に行われているのか知りたい
ログデータとは具体的にどのような情報を指しているのかを表とかで列挙してみるといいかもしれない",1496044002.157014,2017-05-29 16:46:42.157014
ko-hei,<@U10J4NGHH> <@U107G430F> スライド上げといたんで、後でチェックよろしく！,1496031552.626179,2017-05-29 13:19:12.626179
matsuoka,".,.．",1495618993.751574,2017-05-24 18:43:13.751574
kaiseiaoki,午後には行きます,1495418300.981887,2017-05-22 10:58:20.981887
tsukiji,<!channel> 勉強会いまからやるよー,1494478794.957298,2017-05-11 13:59:54.957298
kaiseiaoki,今日の勉強会ですが、テーマや課題はありますか？　院生の会議が終了したら一度、机に集まりますか？,1494474814.522845,2017-05-11 12:53:34.522845
kaiseiaoki,遅れて出席しました　申し訳ないです,1494474748.516026,2017-05-11 12:52:28.516026
shohei516,それぞれの机に置いときましたので、確認の方をよろしくお願いします。,1494471517.149409,2017-05-11 11:58:37.149409
shohei516,緑の就活状況シートが返却されました。,1494471494.146771,2017-05-11 11:58:14.146771
tsukiji,"<@U107MMD8Q> そろそろ自分のシステムを作っていくために必要な技術の調査(もうやった？)や実際に動かしてみる事をやるといいかも
自分のシステムと関係のあることを念頭においてやってください",1494400235.344763,2017-05-10 16:10:35.344763
tsukiji,<@U107MMD8Q> <http://ci.nii.ac.jp/naid/110009486428>,1494399963.298735,2017-05-10 16:06:03.298735
tsukiji,"<@U106Y1J7N> 関連研究が何を解決しようとしたのかをいくつか列挙することで自分が解決したい課題を考える足掛かりにしよう
すでにスライドに書いた課題も研究になりうる課題点なのでそれも考慮してみよう
先生がタブレットで学習する環境の話もここにつながるヒントです
課題だけでなく，「なぜそれが課題になるのか」の説明をセットにまとめることでその研究の重要性が伝わりやすいです
「なぜそれが課題になるのか」は研究背景につながります",1494399720.256263,2017-05-10 16:02:00.256263
tsukiji,"<@U105P17QT> 既存のシステムと比べてどのように発音が上達するのか
→苦手問題を推薦して教育する過程が売りなのか
→音節に注目して練習することが他と比べて上達が見込めるとか
特にどの部分が自分にとって重要なのかを確認するのかも含めて掘り下げたスライドを作ってみよう",1494399201.170895,2017-05-10 15:53:21.170895
tsukiji,"<@U123ZGHM2> 関連研究ではどんな課題を解決するために行ったのかまで見てみると自分の研究の課題の設定に繋げよう．
どういう事をするためにPHPとデータベースの使い方を勉強したのかを書いてスライドの補強をしよう
例：料理とその中に含まれる栄養素をデータベースに登録することで，ブラウザベースでユーザに料理を推薦するようなシステムを作るために～など",1494398220.025314,2017-05-10 15:37:00.025314
tsukiji,"<@U106UP90U> slackを対象にした理由をスライドにまとめてみること(slackにはどのような知識データが存在するのか，これを得ることで自分の研究にどう関係していくのか)
ただデータをまとめるのではなく，まとめたうえでどうするのかorどのような方法でデータを集めるのかを着眼して関連研究などを調べてみること",1494397950.985823,2017-05-10 15:32:30.985823
takano,<@U106Y1J7N> それも含めて検討してみてもらえますか。UI設計も重要なファクターになると思います。,1494308619.051384,2017-05-09 14:43:39.051384
kurihara,<@U0JACJLRJ> 面白そうだとは思います。具体的になんのプログラミングをしたいかにもよるとは思いますが…,1494307946.984821,2017-05-09 14:32:26.984821
takano,<@U106Y1J7N> タブレットでできるプログラミング学習を何か考案できませんか。,1494307823.972458,2017-05-09 14:30:23.972458
takano,"２台のモニターについて：
新しいモニタが来た際に、モニターの割り当てが最適になるように調整してください。
使わないとか、余った（つもりになって）適当な場所に放置しないようにしましょう。
必要だから買ったはずなので。",1493849544.948055,2017-05-04 07:12:24.948055
takano,<@U0JAEV08K> どうもありがとう。,1493795278.222674,2017-05-03 16:07:58.222674
tsukiji,リンクに不備があったので，修正版を送ります,1493703331.13521,2017-05-02 14:35:31.135210
tsukiji,"<!channel> 
研究室の要望の備品についてまとめました
先生にはこれを参考にして頂ければ幸いです。
4年生の人も他に何か欲しいものがあれば申請してください",1493691052.87784,2017-05-02 11:10:52.877840
kaiseiaoki,↑各国風に読み上げ,1493189914.502063,2017-04-26 15:58:34.502063
kaiseiaoki,<http://www.cyokodog.net/blog/web-speechi-api/>,1493189908.501054,2017-04-26 15:58:28.501054
ishikawa,"<!channel> 
3年生のセミナーには特別な理由が無い限り出て欲しいそうです。先生が「透明になるぞ」って言ってました。",1493180573.354945,2017-04-26 13:22:53.354945
takano,"<@U0JAEV08K> モニターとモニターアームについては、４年生に確認をお願い。
その他備品についてもヒアリングするなどして、候補のリスト化をお願い。

メモ： 
[廃棄]
プリンター

[物品]
モニター
SSD
モニターアーム
キーボード
マウス
PCラック
デスクトップPCの中身",1492655902.549437,2017-04-20 11:38:22.549437
tsukiji,<http://yoshichiha.com/2013/08/20/asuken-diet-and-nutrition-advice>,1492590593.167901,2017-04-19 17:29:53.167901
kurihara,青木くん: 発音の正解データをどうやって用意するのか？（曖昧）,1492585906.182306,2017-04-19 16:11:46.182306
kurihara,pinyin（ピンイン）,1492585400.090371,2017-04-19 16:03:20.090371
takano,"スライド番号
卒研で解決する課題
英語学習のトレンド",1492584803.987504,2017-04-19 15:53:23.987504
kurihara,星野くん: 既存のデータベースを利用する方式でも良いのではないか,1492584044.869017,2017-04-19 15:40:44.869017
t.kasai,<@U0J8PMAQJ|t.kasai> pinned <@U0JAEV08K|tsukiji>’s PowerPoint Presentation <https://kait-takanolab.slack.com/files/tsukiji/F4Z812GN6/_________________________________.pptx|卒論とセミナーの進め方.pptx> to this channel.,1492144994.018122,2017-04-14 13:43:14.018122
tsukiji,"卒論やセミナーをやるうえで、必要そうなことをまとめておいたので参考にしてください
説明は。。。みんないるときにやる・・・かもしれない",1492144953.01526,2017-04-14 13:42:33.015260
kurihara,<@U106Y1J7N|kurihara> set the channel purpose: 鷹野セミナーの2017年4月現在4年生用チャンネル,1492134407.060367,2017-04-14 10:46:47.060367
tsukiji,"昨日のセミナーで皆に質問した内容をまとめました(一部おぼろげです)
メモとか忘れた人は参考にしてみてください
無理に全部直そうとはせず、来週の時にできたことろを反映していってください",1492079898.226447,2017-04-13 19:38:18.226447
t.kasai,<@U0J8PMAQJ|t.kasai> pinned <@U0JAEV08K|tsukiji>’s PowerPoint Presentation <https://kait-takanolab.slack.com/files/tsukiji/F4XAUG34Y/__________________2017.pptx|卒研の進め方2017.pptx> to this channel.,1491977270.059457,2017-04-12 15:07:50.059457
t.kasai,<@U0J8PMAQJ|t.kasai> has joined the channel,1491974942.786969,2017-04-12 14:29:02.786969
ko-hei,水曜のセミナーでそこも発表してほしいそうです。,1491808393.100952,2017-04-10 16:13:13.100952
ko-hei,<!channel> 　e-learning系をやる人は、「そのシステムを利用することによって、どのような効果がでるのか」を考えることが大事だと鷹野先生から言われました。,1491808303.086266,2017-04-10 16:11:43.086266
ishikawa,<@U106UP90U|ishikawa> pinned a message to this channel.,1490254927.240375,2017-03-23 16:42:07.240375
takano,----,1490253896.098739,2017-03-23 16:24:56.098739
takano,上村,1490253895.098611,2017-03-23 16:24:55.098611
takano,----,1490253889.097837,2017-03-23 16:24:49.097837
takano,- b,1490253882.096928,2017-03-23 16:24:42.096928
takano,- a,1490253880.096594,2017-03-23 16:24:40.096594
takano,<@U0JACJLRJ|takano> pinned a message to this channel.,1490253843.091329,2017-03-23 16:24:03.091329
takano,ところで、,1490253817.087685,2017-03-23 16:23:37.087685
takano,引継ぎの担当者です。,1490253784.083436,2017-03-23 16:23:04.083436
takano,"清水	齊藤、高橋、松岡
高橋	齊藤、石川、青木
築地	栗原、上村
大滝	松岡、高橋、栗原
熊田	星野、青木、梅谷
笠井	石川、上村",1490253737.076922,2017-03-23 16:22:17.076922
ishikawa,今日のセミナーですが、渋滞のため遅れます。,1484100357.000002,2017-01-11 11:05:57.000002
matsuoka,セミナー遅刻します,1482286057.000003,2016-12-21 11:07:37.000003
takahashiy,すみません、少し遅れます。,1482285967.000002,2016-12-21 11:06:07.000002
matsuoka,<https://github.com/rasbt/python-machine-learning-book/tree/master/code>,1481683630.000009,2016-12-14 11:47:10.000009
ishikawa,動かなかったら教えてください :innocent:,1481683471.000008,2016-12-14 11:44:31.000008
ishikawa,"修正する部分はここぐらいだと思います
form.phpにアクセスしてファイルをアップロードするとローカル上に「uploads」というフォルダが作られてそこにファイルが保存される様になっています",1481683455.000007,2016-12-14 11:44:15.000007
ishikawa,"form.php
10行目のactionのURL部分を配置した階層に合わせて変更
form.js
8行目の.postの部分のupload.phpのURL部分を配置した階層に合わせて変更",1481683412.000006,2016-12-14 11:43:32.000006
ishikawa,"解凍した後XAMPPで実行出来るフォルダにファイルを配置してください
ちょっと修正しなきゃいけない所があります（次に書きます）",1481683323.000005,2016-12-14 11:42:03.000005
kurihara,5分くらい遅れます,1481681443.000003,2016-12-14 11:10:43.000003
ishikawa,電車バス遅延で10分ほど遅刻します。すみません。,1481680489.000002,2016-12-14 10:54:49.000002
kaiseiaoki,テストしてもらいたい英単語をユーザに発音してもらう→google翻訳の音声翻訳にかける→正しく翻訳されれば成功　という流れのアプリでもかまいませんか？,1481080811.000023,2016-12-07 12:20:11.000023
takano,javascriptでも利用できるかな：<http://www.adakoda.com/android/000164.html>,1481079994.000022,2016-12-07 12:06:34.000022
takano,"音声認識を用いた英語学習アプリ：
Androidで使える音声認識APIを探す
Android
ネイティブか、ブラウザのどちらかを選択。統合する方法もある",1481079047.000021,2016-12-07 11:50:47.000021
tsukiji,<@U0JAEV08K|tsukiji> has joined the channel,1481078845.00002,2016-12-07 11:47:25.000020
ishikawa,情報収集・共有とかその辺に興味があります　あと研究じゃないんですけど在室確認的な奴も導入したいと考えてます,1481078045.000018,2016-12-07 11:34:05.000018
ko-hei,バイク,1481077795.000017,2016-12-07 11:29:55.000017
shohei516,興味があること: 鉄道と･･･,1481077531.000016,2016-12-07 11:25:31.000016
takano,興味ある事をあげましょう。,1481077474.000015,2016-12-07 11:24:34.000015
ishikawa,:innocent:,1481077408.000014,2016-12-07 11:23:28.000014
takano,そろそろみんなから意見が出てもいい時期ですよね:wink:,1481077395.000013,2016-12-07 11:23:15.000013
takano,- 熊田,1481077165.000012,2016-12-07 11:19:25.000012
takano,- 松本,1481077149.000011,2016-12-07 11:19:09.000011
takano,- 高橋,1481077145.00001,2016-12-07 11:19:05.000010
takano,- 大滝,1481077139.000009,2016-12-07 11:18:59.000009
takano,- 清水,1481077134.000008,2016-12-07 11:18:54.000008
takano,- 築地,1481077131.000007,2016-12-07 11:18:51.000007
takano,- 笠井,1481077128.000006,2016-12-07 11:18:48.000006
takano,- 画像ディープラーニングの続き,1481077117.000005,2016-12-07 11:18:37.000005
takano,- 音声認識を用いた英語学習アプリ,1481077090.000004,2016-12-07 11:18:10.000004
takano,- リスニング学習システム,1481077076.000003,2016-12-07 11:17:56.000003
takano,やることを決めていかなくてはならないので、みなさん何か考えてみましたか。,1481077014.000002,2016-12-07 11:16:54.000002
yuta,すみません、今起きました…急いで向かいます。,1479263727.000011,2016-11-16 11:35:27.000011
umetani,今日のセミナーは体調不良のため欠席します。急な連絡になってすいません。,1479258293.00001,2016-11-16 10:04:53.000010
ishikawa,"```
form.php
10行目
&lt;form name=""form"" id=""form"" action=""<http://localhost/xampp/seminar/upload.php>""
各自の環境に合わせてください
```",1478662225.000009,2016-11-09 12:30:25.000009
kurihara,↑これ自分が書いてないですけど使っちゃっていいと思いますが これだけだと動かないです,1478661981.000008,2016-11-09 12:26:21.000008
takano,遅刻しないように注意してください。,1478655642.000003,2016-11-09 10:40:42.000003
takano,本日は、就職室ツアーというのがあって、セミナー開始早々6Fの就職室事務室に行きます。,1478655636.000002,2016-11-09 10:40:36.000002
kaiseiaoki,体調が悪いため今日のセミナーを欠席させて頂きます　急な連絡となって申し訳ありません,1478048621.000045,2016-11-02 10:03:41.000045
takano,もうちょっとで行きます,1477992447.000044,2016-11-01 18:27:27.000044
kaiseiaoki,<@U0JACJLRJ>: 無事始まりそうです,1477991320.000043,2016-11-01 18:08:40.000043
kurihara,最悪余ったのは研究室に投げてもいいとのことですが、卵や牛乳は一報ほしいとのこと（メモ）,1477989612.000042,2016-11-01 17:40:12.000042
kaiseiaoki,把握です,1477989395.000041,2016-11-01 17:36:35.000041
kurihara,牛乳も1lいらないと思うのでその半分のがアレば良さそうです（ありそうもなかったら1lでもいいんじゃなでしょうか）,1477989326.00004,2016-11-01 17:35:26.000040
kurihara,んー、卵10個もいらないと思うので、半分パックのものがあれば,1477989297.000039,2016-11-01 17:34:57.000039
kaiseiaoki,ビールですね　分かりました,1477989228.000038,2016-11-01 17:33:48.000038
kaiseiaoki,どのくらい使いますか？　卵と牛乳,1477989217.000037,2016-11-01 17:33:37.000037
kurihara,（ホットケーキを作ろうという個々試み,1477989080.000036,2016-11-01 17:31:20.000036
takano,ビールが欲しいです。,1477989076.000035,2016-11-01 17:31:16.000035
kurihara,あ、卵と牛乳おねがいします,1477989063.000034,2016-11-01 17:31:03.000034
kaiseiaoki,<!channel>: ,1477989061.000033,2016-11-01 17:31:01.000033
kaiseiaoki,あ　なにかお酒のリクエストありますかー？,1477989043.000032,2016-11-01 17:30:43.000032
kaiseiaoki,はいはいー,1477988977.000031,2016-11-01 17:29:37.000031
kurihara,<!channel> 買い出し組誰かー連絡取れる人ー,1477988959.00003,2016-11-01 17:29:19.000030
ko-hei,"報告するの忘れてて申し訳ないんですが、今日はどーしても人が足りなくてバイトの休みが取れませんでしたので、今日は欠席します、、、、、
本当にすいません。",1477988388.000029,2016-11-01 17:19:48.000029
takano,17時集合でいいと思います。 ,1477981825.000027,2016-11-01 15:30:25.000027
kurihara,<@U0JACJLRJ> 今日の懇親会って17時くらいに集合でいいんですか？,1477980850.000026,2016-11-01 15:14:10.000026
shohei516,明日だよー,1477909291.000025,2016-10-31 19:21:31.000025
takahashiy,"連絡遅くなって申し訳ありません。
明日の懇親会遅れます。
もしかしたら行けないかもしれません。",1477897339.000024,2016-10-31 16:02:19.000024
kurihara,3年生の懇親会って明日でいいんですよね？,1477896848.000023,2016-10-31 15:54:08.000023
takano,本当ですね。先ほどアップロードしました。,1477833193.000022,2016-10-30 22:13:13.000022
shohei516,<@U0JACJLRJ> 第5回のところには、授業のスライドしかありません。,1477559511.000021,2016-10-27 18:11:51.000021
takano,え、本当？,1477559224.00002,2016-10-27 18:07:04.000020
shohei516,<@U0JACJLRJ>  高野先生、情報検索システムのレポート課題の内容がKbookにアップされていません。,1477558192.000019,2016-10-27 17:49:52.000019
otaki,<@U0JAJP7CY|otaki> has left the channel,1477448219.000016,2016-10-26 11:16:59.000016
otaki,<@U0JAJP7CY|otaki> has joined the channel,1477448057.000011,2016-10-26 11:14:17.000011
ishikawa,今日のセミナーですが10分ほど遅刻しそうです、すみません。,1476841546.00001,2016-10-19 10:45:46.000010
kurihara,微妙に遅刻します 後5分くらいで到着します,1476238260.000009,2016-10-12 11:11:00.000009
takano,わかりました。ありがとう。,1475969693.000008,2016-10-09 08:34:53.000008
shohei516,曜日については調査したところ、火曜日が8人(上村君以外)OKで一番多いので、火曜が有力ではあります。,1475936409.000007,2016-10-08 23:20:09.000007
shohei516,申し訳ございません。まだ決まっていません。今、グループで話しているのですが、11月だと学園祭の準備等々で集まれる日は限られるのではという指摘があったので、皆の10月の最終週の予定を聞いて決めたいと思います。,1475936307.000006,2016-10-08 23:18:27.000006
takano,セミナー懇親会は何日になりそうですか。 ,1475917620.000004,2016-10-08 18:07:00.000004
